year,marital_status,age,education_years,children,happiness,health,employment_status,party_id
2024,Divorced,55,13,4,Pretty happy,Fair,In school,"Independent (neither, no response)"
2024,Never married,38,12,5,Not too happy,Fair,Working full time,"Independent, close to republican"
2024,Never married,58,12,0,Pretty happy,Fair,Working part time,"Independent, close to democrat"
2024,Never married,39,15,2,Very happy,Good,Working full time,Not very strong democrat
2024,Divorced,61,13,4,Pretty happy,Good,Retired,Strong democrat
2024,Widowed,54,16,3,Not too happy,Poor,Other,Strong democrat
2024,Never married,39,14,0,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Never married,55,12,2,Pretty happy,Fair,Working part time,"Independent (neither, no response)"
2024,Never married,39,10,0,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Never married,23,12,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,25,12,0,Not too happy,Excellent,Working part time,Not very strong democrat
2024,Never married,60,11,3,Not too happy,Fair,Other,Not very strong democrat
2024,Never married,36,12,2,Pretty happy,Good,Keeping house,"Independent, close to democrat"
2024,Married,42,12,4,Pretty happy,Excellent,"With a job, but not at work because of temporary illness, vacation, strike",Strong republican
2024,Married,42,16,8,Not too happy,Fair,Keeping house,Not very strong republican
2024,Never married,26,20,0,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Never married,NA,12,2,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,67,16,0,Very happy,Excellent,Retired,"Independent (neither, no response)"
2024,Married,76,16,4,Not too happy,Good,Retired,"Independent (neither, no response)"
2024,Married,67,12,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,88,13,2,Pretty happy,Fair,Retired,Not very strong republican
2024,Never married,27,12,2,Pretty happy,Fair,Keeping house,Not very strong republican
2024,Married,62,15,4,Pretty happy,Good,"Unemployed, laid off, looking for work",Strong republican
2024,Married,84,13,4,Very happy,Good,Retired,Strong republican
2024,Married,66,14,5,Pretty happy,Good,Working full time,Strong republican
2024,Married,53,20,1,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Divorced,73,12,0,Not too happy,Excellent,Retired,"Independent (neither, no response)"
2024,Married,23,16,0,Not too happy,Fair,Working full time,"Independent, close to republican"
2024,Divorced,56,18,3,Pretty happy,Good,Working full time,Strong republican
2024,Married,36,14,5,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Married,61,15,3,Pretty happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike",Strong republican
2024,Married,51,18,6,Pretty happy,Good,Working full time,Strong republican
2024,Married,71,16,4,Pretty happy,Good,Retired,Strong republican
2024,Married,77,11,3,Pretty happy,Good,Retired,Strong republican
2024,Married,38,16,4,Pretty happy,Excellent,Working part time,Not very strong republican
2024,Married,31,12,3,Pretty happy,Fair,Keeping house,"Independent, close to republican"
2024,Never married,37,18,0,Pretty happy,Excellent,In school,Strong republican
2024,Widowed,76,16,2,Pretty happy,Poor,Retired,Strong republican
2024,Married,65,14,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,24,14,1,Very happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,30,10,4,Very happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Divorced,31,13,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,79,17,4,Pretty happy,Good,Retired,Not very strong republican
2024,Married,74,13,5,Not too happy,Good,Retired,"Independent, close to republican"
2024,Married,34,14,0,Very happy,Excellent,Working full time,Strong democrat
2024,Never married,38,11,4,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,19,15,0,Very happy,Excellent,"Unemployed, laid off, looking for work",Not very strong republican
2024,Divorced,48,18,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,NA,15,2,Very happy,Good,Working full time,"Independent, close to republican"
2024,Never married,NA,6,1,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Divorced,68,7,1,Very happy,Good,Other,"Independent (neither, no response)"
2024,Never married,44,18,0,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,55,14,4,Pretty happy,Fair,Working part time,Strong democrat
2024,Never married,54,17,0,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Married,52,6,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,61,12,1,Very happy,Good,Working full time,Other party
2024,Widowed,61,13,0,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,57,14,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,60,16,2,Pretty happy,Excellent,Retired,"Independent, close to democrat"
2024,Married,55,18,1,Very happy,Good,Retired,Strong republican
2024,Married,60,14,2,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,42,14,6,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,55,20,0,Very happy,Excellent,"Unemployed, laid off, looking for work",Strong democrat
2024,Divorced,56,12,2,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Married,35,12,2,Very happy,Good,Working part time,Strong republican
2024,Never married,22,12,4,Very happy,Excellent,Keeping house,"Independent (neither, no response)"
2024,Widowed,NA,12,4,Very happy,Good,Keeping house,"Independent (neither, no response)"
2024,Divorced,67,14,3,Pretty happy,Good,Working full time,Strong democrat
2024,Married,73,13,2,Pretty happy,Excellent,Retired,Strong republican
2024,Married,60,15,2,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,34,10,4,Very happy,Poor,Working full time,Not very strong democrat
2024,Married,80,16,0,Pretty happy,Good,Retired,Strong democrat
2024,Married,62,17,1,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,52,16,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,44,16,1,Pretty happy,Good,Working part time,Not very strong democrat
2024,Married,74,20,0,Very happy,Excellent,Working part time,"Independent (neither, no response)"
2024,Divorced,56,14,0,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,43,20,2,Very happy,Excellent,Working full time,Strong democrat
2024,Never married,60,13,3,Not too happy,Fair,Working full time,Not very strong republican
2024,Married,32,18,1,Pretty happy,Good,Working full time,Strong democrat
2024,Divorced,67,15,0,Pretty happy,Fair,Working part time,Not very strong republican
2024,Never married,47,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Widowed,80,12,4,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Married,70,12,3,Not too happy,Good,Retired,Not very strong democrat
2024,Divorced,49,16,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Separated,44,12,2,Not too happy,Fair,Working full time,Not very strong republican
2024,Divorced,37,20,0,Pretty happy,Poor,Working full time,Not very strong republican
2024,Never married,33,17,0,Pretty happy,Excellent,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Never married,49,14,0,Not too happy,Fair,"Unemployed, laid off, looking for work",Strong democrat
2024,Never married,22,16,0,Not too happy,Fair,In school,Not very strong republican
2024,Married,27,12,0,Very happy,Excellent,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Widowed,77,12,0,NA,Good,Retired,"Independent, close to democrat"
2024,Divorced,69,16,2,Pretty happy,Good,Retired,Strong democrat
2024,Married,63,18,2,Very happy,Good,Working part time,Not very strong democrat
2024,Married,41,14,4,Very happy,Excellent,Working part time,"Independent (neither, no response)"
2024,Divorced,72,16,1,Pretty happy,Excellent,In school,Other party
2024,Married,70,14,2,Very happy,Good,Working part time,Not very strong republican
2024,Divorced,44,16,3,Pretty happy,Good,Working full time,Strong democrat
2024,Divorced,41,16,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,39,12,3,Pretty happy,Good,Keeping house,Not very strong republican
2024,Married,40,13,2,Very happy,Excellent,Working full time,Strong democrat
2024,Married,51,16,0,Very happy,Excellent,Working full time,Strong democrat
2024,Never married,37,20,0,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Married,65,14,2,Pretty happy,Good,Retired,Not very strong republican
2024,Never married,33,14,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Divorced,70,12,1,Not too happy,Fair,Retired,Strong republican
2024,Married,67,17,2,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Married,35,18,1,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Divorced,55,15,3,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Divorced,44,15,2,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Married,37,16,3,Very happy,Excellent,Keeping house,Strong republican
2024,Married,68,12,3,Pretty happy,Good,Retired,Not very strong democrat
2024,Married,77,13,3,Pretty happy,Fair,Retired,Not very strong democrat
2024,Married,43,17,2,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,28,12,0,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Married,28,16,0,Very happy,Excellent,Working full time,Strong republican
2024,Never married,31,17,0,Pretty happy,Poor,Working full time,Not very strong republican
2024,Divorced,62,12,2,Pretty happy,Good,Working part time,"Independent, close to democrat"
2024,Divorced,67,16,0,Very happy,Good,Retired,Strong democrat
2024,Divorced,38,16,2,Very happy,Good,Working full time,Not very strong democrat
2024,Never married,31,12,0,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,59,13,1,Not too happy,Good,Working part time,"Independent, close to republican"
2024,Never married,38,14,3,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Married,43,5,0,Not too happy,Fair,Working full time,"Independent, close to democrat"
2024,Divorced,54,19,2,Not too happy,Fair,"Unemployed, laid off, looking for work",NA
2024,Widowed,64,12,5,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Divorced,69,12,1,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,38,12,1,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,39,16,1,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Married,47,18,2,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,37,18,3,Very happy,Good,Working part time,"Independent, close to republican"
2024,Divorced,52,18,3,Not too happy,Good,"Unemployed, laid off, looking for work",Strong republican
2024,Separated,56,16,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,61,16,4,Pretty happy,Good,Working full time,Strong republican
2024,Widowed,55,20,3,Very happy,Good,Keeping house,"Independent, close to republican"
2024,Married,74,16,2,Very happy,Excellent,Retired,Strong republican
2024,Married,65,16,5,Very happy,Excellent,Retired,NA
2024,Married,63,16,2,Very happy,Fair,Working full time,Not very strong republican
2024,Never married,19,14,0,Not too happy,Good,In school,"Independent, close to democrat"
2024,Divorced,51,16,2,Not too happy,Excellent,Working part time,Not very strong republican
2024,Married,74,16,0,Very happy,Excellent,Retired,"Independent, close to democrat"
2024,Married,77,16,1,Not too happy,Fair,Retired,Not very strong democrat
2024,Never married,75,16,0,Not too happy,Excellent,Retired,"Independent (neither, no response)"
2024,Married,40,18,3,Pretty happy,Excellent,Working full time,Strong republican
2024,Married,49,16,5,Very happy,Good,Working full time,Strong republican
2024,Married,78,15,3,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,76,18,1,Pretty happy,Good,Retired,Strong republican
2024,Widowed,71,12,5,Pretty happy,Good,Retired,Strong republican
2024,Married,43,14,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,33,13,2,Pretty happy,Fair,Keeping house,"Independent, close to republican"
2024,Married,58,12,3,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,52,17,2,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,63,13,2,Pretty happy,Fair,Retired,"Independent, close to republican"
2024,Married,68,12,3,Not too happy,Good,Keeping house,"Independent (neither, no response)"
2024,Widowed,76,12,0,Very happy,Good,Working part time,"Independent (neither, no response)"
2024,Divorced,73,12,4,Pretty happy,Poor,Retired,"Independent, close to republican"
2024,Married,67,16,3,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,79,14,2,Pretty happy,Fair,Retired,Strong republican
